Offset;OriginalLength;OriginalString;Translation;Notes;
174375;31;固定ＭＳＧ１６　　　　　　　　;        ;;
174406;31;固定ＭＳＧ１７　　　　　　　　;        ;;
174437;31;固定ＭＳＧ１８　　　　　　　　;        ;;
174468;31;固定ＭＳＧ１９　　　　　　　　;        ;;
174499;31;固定ＭＳＧ２０　　　　　　　　;        ;;
174530;31;固定ＭＳＧ２１　　　　　　　　;        ;;
174561;31;固定ＭＳＧ２２　　　　　　　　;        ;;
174592;31;固定ＭＳＧ２３　　　　　　　　;        ;;
174623;31;固定ＭＳＧ２４　　　　　　　　;        ;;
174654;31;固定ＭＳＧ２５　　　　　　　　;        ;;
174685;31;固定ＭＳＧ２６　　　　　　　　;        ;;
174716;31;固定ＭＳＧ２７　　　　　　　　;        ;;
174747;31;固定ＭＳＧ２８　　　　　　　　;        ;;
174778;31;固定ＭＳＧ２９　　　　　　　　;        ;;
174809;31;固定ＭＳＧ３０　　　　　　　　;        ;;
174840;31;固定ＭＳＧ３１　　　　　　　　;        ;;
174871;31;固定ＭＳＧ３２　　　　　　　　;        ;;
174902;31;固定ＭＳＧ３３　　　　　　　　;        ;;
174933;31;固定ＭＳＧ３４　　　　　　　　;        ;;
174964;31;固定ＭＳＧ３５　　　　　　　　;        ;;
174995;31;固定ＭＳＧ３６　　　　　　　　;        ;;
175026;31;固定ＭＳＧ３７　　　　　　　　;        ;;
175057;31;固定ＭＳＧ３８　　　　　　　　;        ;;
175088;31;固定ＭＳＧ３９　　　　　　　　;        ;;
175119;31;固定ＭＳＧ４０　　　　　　　　;        ;;
175150;31;固定ＭＳＧ４１　　　　　　　　;        ;;
175181;31;固定ＭＳＧ４２　　　　　　　　;        ;;
175212;31;固定ＭＳＧ４３　　　　　　　　;        ;;
175243;31;固定ＭＳＧ４４　　　　　　　　;        ;;
175274;31;固定ＭＳＧ４５　　　　　　　　;        ;;
175305;31;固定ＭＳＧ４６　　　　　　　　;        ;;
175336;31;固定ＭＳＧ４７　　　　　　　　;        ;;
175367;31;固定ＭＳＧ４８　　　　　　　　;        ;;
175398;31;固定ＭＳＧ４９　　　　　　　　;        ;;
175429;31;固定ＭＳＧ５０　　　　　　　　;        ;;
175460;31;固定ＭＳＧ５１　　　　　　　　;        ;;
175491;31;固定ＭＳＧ５２　　　　　　　　;        ;;
175522;31;固定ＭＳＧ５３　　　　　　　　;        ;;
175553;31;固定ＭＳＧ５４　　　　　　　　;        ;;
175584;31;固定ＭＳＧ５５　　　　　　　　;        ;;
175615;31;固定ＭＳＧ５６　　　　　　　　;        ;;
175646;31;固定ＭＳＧ５７　　　　　　　　;        ;;
175677;31;固定ＭＳＧ５８　　　　　　　　;        ;;
175708;31;固定ＭＳＧ５９　　　　　　　　;        ;;
175739;31;固定ＭＳＧ６０　　　　　　　　;        ;;
175770;31;固定ＭＳＧ６１　　　　　　　　;        ;;
175801;31;固定ＭＳＧ６２　　　　　　　　;        ;;
175832;31;固定ＭＳＧ６３　　　　　　　　;        ;;
175863;31;固定ＭＳＧ６４　　　　　　　　;        ;;
175894;31;戦車種類１;tank kind 1;;
175925;31;戦車種類２;tank kind 2;;
175956;31;戦車種類３;tank kind 3;;
175987;31;戦車種類４;tank kind 4;;
176018;31;戦車種類５;tank kind 5;;
176049;31;戦車種類６;tank kind 6;;
176080;31;戦車種類７;tank kind 7;;
176111;31;戦車種類８;tank kind 8;;
176142;31;戦車部分名称;tank parts name;;
176173;31;戦車部分名称;tank parts name;;
176204;31;戦車部分名称;tank parts name;;
176235;31;戦車部分名称;tank parts name;;
176266;31;戦車部分名称;tank parts name;;
176297;31;戦車部分名称;tank parts name;;
176328;31;戦車部分名称;tank parts name;;
176359;31;戦車部分名称;tank parts name;;
176390;31;戦車部分名称;tank parts name;;
176421;31;戦車部分名称;tank parts name;;
176452;31;戦車部分名称;tank parts name;;
176483;31;戦車部分名称;tank parts name;;
176514;31;戦車部分名称;tank parts name;;
176545;31;戦車部分名称;tank parts name;;
176576;31;ノトシュ;soyuz;;
176607;31;ＲＫ;rk;;
176638;31;きくち;kikuti;;
176669;31;シモ;shimo;;
176700;31;ＴＡＧ;tag;;
176731;31;ほえ;hoe;;
176762;31;１時;at 1 o'clock;;
176793;31;２時;at 2 o'clock;;
176824;31;３時;at 3 o'clock;;
176855;31;４時;at 4 o'clock;;
176886;31;５時;at 5 o'clock;;
176917;31;６時;at 6 o'clock;;
176948;31;７時;at 7 o'clock;;
176979;31;８時;at 8 o'clock;;
177010;31;９時;at 9 o'clock;;
177041;31;１０時;at 10 o'clock;;
177072;31;１１時;at 11 o'clock;;
177103;31;１２時;at 12 o'clock;;
177134;31;右から;to the right;;
177165;31;左から;to the left;;
177196;31;初期戦車１;syoki 1;;
177227;31;初期戦車２;syoki 2;;
177258;31;初期戦車３;syoki 3;;
177289;31;初期戦車４;syoki 4;;
177320;31;初期戦車５;syoki 5;;
177351;31;初期戦車６;syoki 6;;
177382;31;初期戦車７;syoki 7;;
177413;31;初期戦車８;syoki 8;;
177444;31;初期戦車９;syoki 9;;
177475;31;初期戦車Ａ;syoki 10;;
177506;31;初期戦車Ｂ;syoki 11;;
177537;31;初期戦車Ｃ;syoki 12;;
177568;31;初期戦車Ｄ;syoki 13;;
177599;31;初期戦車Ｅ;syoki 14;;
177630;31;初期戦車Ｆ;syoki 15;;
177661;31;初期戦車Ｇ;syoki 16;;
177692;31;後詰戦車１;atodu 1;;
177723;31;後詰戦車２;atodu 2;;
177754;31;後詰戦車３;atodu 3;;
177785;31;後詰戦車４;atodu 4;;
177816;31;後詰戦車５;atodu 5;;
177847;31;後詰戦車６;atodu 6;;
177878;31;後詰戦車７;atodu 7;;
177909;31;後詰戦車８;atodu 8;;
177940;31;後詰戦車９;atodu 9;;
177971;31;後詰戦車Ａ;atodu 10;;
178002;31;後詰戦車Ｂ;atodu 11;;
178033;31;後詰戦車Ｃ;atodu 12;;
178064;31;後詰戦車Ｄ;atodu 13;;
178095;31;後詰戦車Ｅ;atodu 14;;
178126;31;後詰戦車Ｆ;atodu 15;;
178157;31;後詰戦車Ｇ;atodu 16;;
178188;31;初期歩兵１;sh 1;;
178219;31;初期歩兵２;sh 2;;
178250;31;初期歩兵３;sh 3;;
178281;31;初期歩兵４;sh 4;;
178312;31;初期歩兵５;sh 5;;
178343;31;初期歩兵６;sh 6;;
178374;31;初期歩兵７;sh 7;;
178405;31;初期歩兵８;sh 8;;
178436;31;初期歩兵９;sh 9;;
178467;31;初期歩兵Ａ;sh 10;;
178498;31;初期歩兵Ｂ;sh 11;;
178529;31;初期歩兵Ｃ;sh 12;;
178560;31;初期歩兵Ｄ;sh 13;;
178591;31;初期歩兵Ｅ;sh 14;;
178622;31;初期歩兵Ｆ;sh 15;;
178653;31;初期歩兵Ｇ;sh 16;;
178684;31;後詰歩兵１;ah 1;;
178715;31;後詰歩兵２;ah 2;;
178746;31;後詰歩兵３;ah 3;;
178777;31;後詰歩兵４;ah 4;;
178808;31;後詰歩兵５;ah 5;;
178839;31;後詰歩兵６;ah 6;;
178870;31;後詰歩兵７;ah 7;;
178901;31;後詰歩兵８;ah 8;;
178932;31;後詰歩兵９;ah 9;;
178963;31;後詰歩兵Ａ;ah 10;;
178994;31;後詰歩兵Ｂ;ah 11;;
179025;31;後詰歩兵Ｃ;ah 12;;
179056;31;後詰歩兵Ｄ;ah 13;;
179087;31;後詰歩兵Ｅ;ah 14;;
179118;31;後詰歩兵Ｆ;ah 15;;
179149;31;後詰歩兵Ｇ;ah 16;;
179180;31;戦略地点名１;strategy p 1;;
179211;31;戦略地点名２;strategy p 2;;
179242;31;戦略地点名３;strategy p 3;;
179273;31;戦略地点名４;strategy p 4;;
179304;31;戦略地点名５;strategy p 5;;
179335;31;戦略地点名６;strategy p 6;;
179366;31;戦略地点名７;strategy p 7;;
179397;31;戦略地点名８;strategy p 8;;
179428;31;固定ＭＳＧ１　　　　　　　　　;        ;;
179459;31;固定ＭＳＧ２　　　　　　　　　;        ;;
179490;31;固定ＭＳＧ３　　　　　　　　　;        ;;
179521;31;固定ＭＳＧ４　　　　　　　　　;        ;;
179552;31;固定ＭＳＧ５　　　　　　　　　;        ;;
179583;31;固定ＭＳＧ６　　　　　　　　　;        ;;
179614;31;固定ＭＳＧ７　　　　　　　　　;        ;;
179645;31;固定ＭＳＧ８　　　　　　　　　;        ;;
179676;31;固定ＭＳＧ９　　　　　　　　　;        ;;
179707;31;固定ＭＳＧ１０　　　　　　　　;        ;;
179738;31;固定ＭＳＧ１１　　　　　　　　;        ;;
179769;31;固定ＭＳＧ１２　　　　　　　　;        ;;
179800;31;固定ＭＳＧ１３　　　　　　　　;        ;;
179831;31;固定ＭＳＧ１４　　　　　　　　;        ;;
179862;31;固定ＭＳＧ１５　　　　　　　　;        ;;
179893;31;固定ＭＳＧ１６　　　　　　　　;        ;;
179924;31;固定ＭＳＧ１７　　　　　　　　;        ;;
179955;31;固定ＭＳＧ１８　　　　　　　　;        ;;
179986;31;固定ＭＳＧ１９　　　　　　　　;        ;;
180017;31;固定ＭＳＧ２０　　　　　　　　;        ;;
180048;31;固定ＭＳＧ２１　　　　　　　　;        ;;
180079;31;固定ＭＳＧ２２　　　　　　　　;        ;;
180110;31;固定ＭＳＧ２３　　　　　　　　;        ;;
180141;31;固定ＭＳＧ２４　　　　　　　　;        ;;
180172;31;固定ＭＳＧ２５　　　　　　　　;        ;;
180203;31;固定ＭＳＧ２６　　　　　　　　;        ;;
180234;31;固定ＭＳＧ２７　　　　　　　　;        ;;
180265;31;固定ＭＳＧ２８　　　　　　　　;        ;;
180296;31;固定ＭＳＧ２９　　　　　　　　;        ;;
180327;31;固定ＭＳＧ３０　　　　　　　　;        ;;
180358;31;固定ＭＳＧ３１　　　　　　　　;        ;;
180389;31;固定ＭＳＧ３２　　　　　　　　;        ;;
180420;31;固定ＭＳＧ３３　　　　　　　　;        ;;
180451;31;固定ＭＳＧ３４　　　　　　　　;        ;;
180482;31;固定ＭＳＧ３５　　　　　　　　;        ;;
180513;31;固定ＭＳＧ３６　　　　　　　　;        ;;
180544;31;固定ＭＳＧ３７　　　　　　　　;        ;;
180575;31;固定ＭＳＧ３８　　　　　　　　;        ;;
180606;31;固定ＭＳＧ３９　　　　　　　　;        ;;
180637;31;固定ＭＳＧ４０　　　　　　　　;        ;;
180668;31;固定ＭＳＧ４１　　　　　　　　;        ;;
180699;31;固定ＭＳＧ４２　　　　　　　　;        ;;
180730;31;固定ＭＳＧ４３　　　　　　　　;        ;;
180761;31;固定ＭＳＧ４４　　　　　　　　;        ;;
180792;31;固定ＭＳＧ４５　　　　　　　　;        ;;
180823;31;固定ＭＳＧ４６　　　　　　　　;        ;;
180854;31;固定ＭＳＧ４７　　　　　　　　;        ;;
180885;31;固定ＭＳＧ４８　　　　　　　　;        ;;
180916;31;固定ＭＳＧ４９　　　　　　　　;        ;;
180947;31;固定ＭＳＧ５０　　　　　　　　;        ;;
180978;31;固定ＭＳＧ５１　　　　　　　　;        ;;
181009;31;固定ＭＳＧ５２　　　　　　　　;        ;;
181040;31;固定ＭＳＧ５３　　　　　　　　;        ;;
181071;31;固定ＭＳＧ５４　　　　　　　　;        ;;
181102;31;固定ＭＳＧ５５　　　　　　　　;        ;;
181133;31;固定ＭＳＧ５６　　　　　　　　;        ;;
181164;31;固定ＭＳＧ５７　　　　　　　　;        ;;
181195;31;固定ＭＳＧ５８　　　　　　　　;        ;;
181226;31;固定ＭＳＧ５９　　　　　　　　;        ;;
181257;31;固定ＭＳＧ６０　　　　　　　　;        ;;
181288;31;固定ＭＳＧ６１　　　　　　　　;        ;;
181319;31;固定ＭＳＧ６２　　　　　　　　;        ;;
181350;31;固定ＭＳＧ６３　　　　　　　　;        ;;
181381;31;固定ＭＳＧ６４　　　　　　　　;        ;;
181412;31;戦車種類１;tank kind 1;;
181443;31;戦車種類２;tank kind 2;;
181474;31;戦車種類３;tank kind 3;;
181505;31;戦車種類４;tank kind 4;;
181536;31;戦車種類５;tank kind 5;;
181567;31;戦車種類６;tank kind 6;;
181598;31;戦車種類７;tank kind 7;;
181629;31;戦車種類８;tank kind 8;;
181660;31;戦車部分名称;tank parts name;;
181691;31;戦車部分名称;tank parts name;;
181722;31;戦車部分名称;tank parts name;;
181753;31;戦車部分名称;tank parts name;;
181784;31;戦車部分名称;tank parts name;;
181815;31;戦車部分名称;tank parts name;;
181846;31;戦車部分名称;tank parts name;;
181877;31;戦車部分名称;tank parts name;;
181908;31;戦車部分名称;tank parts name;;
181939;31;戦車部分名称;tank parts name;;
181970;31;戦車部分名称;tank parts name;;
182001;31;戦車部分名称;tank parts name;;
182032;31;戦車部分名称;tank parts name;;
182063;31;戦車部分名称;tank parts name;;
182094;31;ノトシュ;soyuz;;
182125;31;ＲＫ;rk;;
182156;31;きくち;kikuti;;
182187;31;シモ;shimo;;
182218;31;ＴＡＧ;tag;;
182249;31;ほえ;hoe;;
182280;31;１時;1 o'clock;;
182311;31;２時;2 o'clock;;
182342;31;３時;3 o'clock;;
182373;31;４時;4 o'clock;;
182404;31;５時;5 o'clock;;
182435;31;６時;6 o'clock;;
182466;31;７時;7 o'clock;;
182497;31;８時;8 o'clock;;
182528;31;９時;9 o'clock;;
182559;31;１０時;10 o'clock;;
182590;31;１１時;11 o'clock;;
182621;31;１２時;12 o'clock;;
182652;31;右から;to the right;;
182683;31;左から;to the left;;
182714;31;祝砲１;Salute 1;;
182745;31;祝砲２;Salute 2;;
182776;31;祝砲３;Salute 3;;
182807;31;祝砲４;Salute 4;;
182838;31;イカヅチ１;Lightning 1;;
182869;31;イカヅチ２;Lightning 2;;
182900;31;イカヅチ３;Lightning 3;;
182931;31;嵐１;Storm 1;;
182962;31;嵐２;Storm 2;;
182993;31;嵐３;Storm 3;;
183024;31;初期戦車Ｂ;syoki 11;;
183055;31;初期戦車Ｃ;syoki 12;;
183086;31;初期戦車Ｄ;syoki 13;;
183117;31;初期戦車Ｅ;syoki 14;;
183148;31;初期戦車Ｆ;syoki 15;;
183179;31;初期戦車Ｇ;syoki 16;;
183210;31;ノブゴロド１;Novgolod 1;;
183241;31;後詰戦車２;atodu 2;;
183272;31;後詰戦車３;atodu 3;;
183303;31;後詰戦車４;atodu 4;;
183334;31;後詰戦車５;atodu 5;;
183365;31;後詰戦車６;atodu 6;;
183396;31;後詰戦車７;atodu 7;;
183427;31;後詰戦車Ｄ;atodu 8;;
183458;31;ノブゴロド２;Novgolod 2;;
183489;31;ノブゴロド３;Novgolod 3;;
183520;31;革命１;Star 1;;
183551;31;革命２;Star 2;;
183582;31;革命３;Star 3;;
183613;31;後詰戦車Ｅ;atodu 14;;
183644;31;後詰戦車Ｆ;atodu 15;;
183675;31;後詰戦車Ｇ;atodu 16;;
183706;31;狙撃兵;Rifle platoon;;
183737;31;狙撃兵;Rifle platoon;;
183768;31;狙撃兵;Rifle platoon;;
183799;31;狙撃兵;Rifle platoon;;
183830;31;狙撃兵;Rifle platoon;;
183861;31;狙撃兵;Rifle platoon;;
183892;31;狙撃兵;Rifle platoon;;
183923;31;狙撃兵;Rifle platoon;;
183954;31;初期歩兵９;sh 9;;
183985;31;初期歩兵Ａ;sh 10;;
184016;31;初期歩兵Ｂ;sh 11;;
184047;31;初期歩兵Ｃ;sh 12;;
184078;31;初期歩兵Ｄ;sh 13;;
184109;31;初期歩兵Ｅ;sh 14;;
184140;31;初期歩兵Ｆ;sh 15;;
184171;31;初期歩兵Ｇ;sh 16;;
184202;31;後詰歩兵１;ah 1;;
184233;31;後詰歩兵２;ah 2;;
184264;31;後詰歩兵３;ah 3;;
184295;31;後詰歩兵４;ah 4;;
184326;31;後詰歩兵５;ah 5;;
184357;31;後詰歩兵６;ah 6;;
184388;31;後詰歩兵７;ah 7;;
184419;31;後詰歩兵８;ah 8;;
184450;31;後詰歩兵９;ah 9;;
184481;31;後詰歩兵Ａ;ah 10;;
184512;31;後詰歩兵Ｂ;ah 11;;
184543;31;後詰歩兵Ｃ;ah 12;;
184574;31;後詰歩兵Ｄ;ah 13;;
184605;31;後詰歩兵Ｅ;ah 14;;
184636;31;後詰歩兵Ｆ;ah 15;;
184667;31;後詰歩兵Ｇ;ah 16;;
184698;31;戦略地点名１;strategy p 1;;
184729;31;戦略地点名２;strategy p 2;;
184760;31;戦略地点名３;strategy p 3;;
184791;31;戦略地点名４;strategy p 4;;
184822;31;戦略地点名５;strategy p 5;;
184853;31;戦略地点名６;strategy p 6;;
184884;31;戦略地点名７;strategy p 7;;
184915;31;戦略地点名８;strategy p 8;;
184946;31;戦車旅団：　　　　　　　　　　;Tank Brigade:    ;;
184977;31;同胞が解放を待っている！　　　;Your compatriots are waiting ;;
185008;31;突き進め！　　　　　　　　　　;to be freed! Move out!  ;;
185039;31;戦車長：　　　　　　　　　　　;Tank Commander:    ;;
185070;31;突進せよ！　祖国の為に！！　　;Advance! For the Motherland!;;
185101;31;　　　　　　　　　　　　　　　;        ;;
185132;31;各車：　　　　　　　　　　　　;All units:     ;;
185163;31;ウラーーーー！！　　　　　　　;Let's go!     ;;
185194;31;　　　　　　　　　　　　　　　;        ;;
185225;31;戦車長：　　　　　　　　　　　;Tank Commander:    ;;
185256;31;任務達成！　　　　　　　　　　;We've accomplished our  ;;
185287;31;我らの手で解放は果たされた！　;mission!      ;;
185318;31;戦車旅団：　　　　　　　　　　;Tank Brigade:    ;;
185349;31;解放は失敗した！　　　　　　　;We have failed to free them! ;;
185380;31;街は、いまだ侵略軍のものだ！　;        ;;
185411;31;固定ＭＳＧ１６　　　　　　　　;Tank Commander:    ;;
185442;31;固定ＭＳＧ１７　　　　　　　　;We have freed them by our ;;
185473;31;固定ＭＳＧ１８　　　　　　　　;own hands!     ;;
185504;31;固定ＭＳＧ１９　　　　　　　　;Tank Brigade:    ;;
185535;31;固定ＭＳＧ２０　　　　　　　　;The invaders have taken the ;;
185566;31;固定ＭＳＧ２１　　　　　　　　;city!      ;;
185597;31;固定ＭＳＧ２２　　　　　　　　;        ;;
185628;31;固定ＭＳＧ２３　　　　　　　　;        ;;
185659;31;固定ＭＳＧ２４　　　　　　　　;        ;;
185690;31;固定ＭＳＧ２５　　　　　　　　;        ;;
185721;31;固定ＭＳＧ２６　　　　　　　　;        ;;
185752;31;固定ＭＳＧ２７　　　　　　　　;        ;;
185783;31;固定ＭＳＧ２８　　　　　　　　;        ;;
185814;31;固定ＭＳＧ２９　　　　　　　　;        ;;
185845;31;固定ＭＳＧ３０　　　　　　　　;        ;;
185876;31;固定ＭＳＧ３１　　　　　　　　;        ;;
185907;31;固定ＭＳＧ３２　　　　　　　　;        ;;
185938;31;固定ＭＳＧ３３　　　　　　　　;        ;;
185969;31;固定ＭＳＧ３４　　　　　　　　;        ;;
186000;31;固定ＭＳＧ３５　　　　　　　　;        ;;
186031;31;固定ＭＳＧ３６　　　　　　　　;        ;;
186062;31;固定ＭＳＧ３７　　　　　　　　;        ;;
186093;31;固定ＭＳＧ３８　　　　　　　　;        ;;
186124;31;固定ＭＳＧ３９　　　　　　　　;        ;;
186155;31;固定ＭＳＧ４０　　　　　　　　;        ;;
186186;31;固定ＭＳＧ４１　　　　　　　　;        ;;
186217;31;固定ＭＳＧ４２　　　　　　　　;        ;;
186248;31;固定ＭＳＧ４３　　　　　　　　;        ;;
186279;31;固定ＭＳＧ４４　　　　　　　　;        ;;
186310;31;固定ＭＳＧ４５　　　　　　　　;        ;;
186341;31;固定ＭＳＧ４６　　　　　　　　;        ;;
186372;31;固定ＭＳＧ４７　　　　　　　　;        ;;
186403;31;固定ＭＳＧ４８　　　　　　　　;        ;;
186434;31;固定ＭＳＧ４９　　　　　　　　;        ;;
186465;31;固定ＭＳＧ５０　　　　　　　　;        ;;
186496;31;固定ＭＳＧ５１　　　　　　　　;        ;;
186527;31;固定ＭＳＧ５２　　　　　　　　;        ;;
186558;31;固定ＭＳＧ５３　　　　　　　　;        ;;
186589;31;固定ＭＳＧ５４　　　　　　　　;        ;;
186620;31;固定ＭＳＧ５５　　　　　　　　;        ;;
186651;31;固定ＭＳＧ５６　　　　　　　　;        ;;
186682;31;固定ＭＳＧ５７　　　　　　　　;        ;;
186713;31;固定ＭＳＧ５８　　　　　　　　;        ;;
186744;31;固定ＭＳＧ５９　　　　　　　　;        ;;
186775;31;固定ＭＳＧ６０　　　　　　　　;        ;;
186806;31;固定ＭＳＧ６１　　　　　　　　;        ;;
186837;31;固定ＭＳＧ６２　　　　　　　　;        ;;
186868;31;固定ＭＳＧ６３　　　　　　　　;        ;;
186899;31;火点;Fire point;;
186930;31;戦車種類１;tank kind 1;;
186961;31;戦車種類２;tank kind 2;;
186992;31;戦車種類３;tank kind 3;;
187023;31;豹戦車;tank kind 4;;
187054;31;対戦車砲;tank kind 5;;
187085;31;戦車種類６;tank kind 6;;
187116;31;戦車種類７;tank kind 7;;
187147;31;戦車種類８;tank kind 8;;
187178;31;砲塔前面;tank parts name;;
187209;31;砲塔側面;tank parts name;;
187240;31;砲塔後面;tank parts name;;
187271;31;車体前面;tank parts name;;
187302;31;車体側面;tank parts name;;
187333;31;車体後面;tank parts name;;
187364;31;キャタピラ;tank parts name;;
187395;31;車体前面;tank parts name;;
187426;31;車体側面;tank parts name;;
187457;31;車体後面;tank parts name;;
187488;31;車体;tank parts name;;
187519;31;砲塔;tank parts name;;
187550;31;戦車部分名称;tank parts name;;
187581;31;戦車部分名称;tank parts name;;
187612;31;ファルケ;soyuz;;
187643;31;アドラー;rk;;
187674;31;アッサルド;kikuti;;
187705;31;シモ;shimo;;
187736;31;ＴＡＧ;tag;;
187767;31;ほえ;hoe;;
187798;31;１時;1 o'clock;;
187829;31;２時;2 o'clock;;
187860;31;３時;3 o'clock;;
187891;31;４時;4 o'clock;;
187922;31;５時;5 o'clock;;
187953;31;６時;6 o'clock;;
187984;31;７時;7 o'clock;;
188015;31;８時;8 o'clock;;
188046;31;９時;9 o'clock;;
188077;31;１０時;10 o'clock;;
188108;31;１１時;11 o'clock;;
188139;31;１２時;12 o'clock;;
188170;31;右から;to the right;;
188201;31;左から;to the left;;
188232;31;ファルケ;Falke;;
188263;31;アドラー;Adler;;
188294;31;初期戦車３;syoki 3;;
188325;31;初期戦車４;syoki 4;;
188356;31;イーダ;Ida;;
188387;31;マルガレーテ;Margaret;;
188418;31;エーリカ;Erika;;
188449;31;初期戦車８;syoki 8;;
188480;31;初期戦車９;syoki 9;;
188511;31;初期戦車Ａ;syoki 10;;
188542;31;初期戦車Ｂ;syoki 11;;
188573;31;初期戦車Ｃ;syoki 12;;
188604;31;初期戦車Ｄ;syoki 13;;
188635;31;初期戦車Ｅ;syoki 14;;
188666;31;初期戦車Ｆ;syoki 15;;
188697;31;初期戦車Ｇ;syoki 16;;
188728;31;敵戦車Ａ;atodu 1;;
188759;31;敵戦車Ｂ;atodu 2;;
188790;31;敵戦車Ｃ;atodu 3;;
188821;31;敵戦車Ｄ;atodu 4;;
188852;31;敵戦車Ｅ;atodu 5;;
188883;31;敵戦車Ｆ;atodu 6;;
188914;31;ブッサルド;Buzzard;;
188945;31;グリーレ;Grille;;
188976;31;敵戦車Ｇ;atodu 9;;
189007;31;敵戦車Ｈ;atodu 10;;
189038;31;後詰戦車Ｂ;atodu 11;;
189069;31;後詰戦車Ｃ;atodu 12;;
189100;31;後詰戦車Ｄ;atodu 13;;
189131;31;後詰戦車Ｅ;atodu 14;;
189162;31;グリーレ２;Grille 2;;
189193;31;後詰戦車Ｇ;atodu 16;;
189224;31;テキ弾兵;Grenadier squad;;
189255;31;テキ弾兵;Grenadier squad;;
189286;31;テキ弾兵;Grenadier squad;;
189317;31;テキ弾兵;Grenadier squad;;
189348;31;テキ弾兵;Grenadier squad;;
189379;31;初期歩兵６;sh 6;;
189410;31;初期歩兵７;sh 7;;
189441;31;初期歩兵８;sh 8;;
189472;31;初期歩兵９;sh 9;;
189503;31;初期歩兵Ａ;sh 10;;
189534;31;初期歩兵Ｂ;sh 11;;
189565;31;初期歩兵Ｃ;sh 12;;
189596;31;初期歩兵Ｄ;sh 13;;
189627;31;初期歩兵Ｅ;sh 14;;
189658;31;初期歩兵Ｆ;sh 15;;
189689;31;初期歩兵Ｇ;sh 16;;
189720;31;テキ弾兵;Grenadier squad;;
189751;31;後詰歩兵２;ah 2;;
189782;31;後詰歩兵３;ah 3;;
189813;31;後詰歩兵４;ah 4;;
189844;31;後詰歩兵５;ah 5;;
189875;31;後詰歩兵６;ah 6;;
189906;31;後詰歩兵７;ah 7;;
189937;31;後詰歩兵８;ah 8;;
189968;31;後詰歩兵９;ah 9;;
189999;31;後詰歩兵Ａ;ah 10;;
190030;31;後詰歩兵Ｂ;ah 11;;
190061;31;後詰歩兵Ｃ;ah 12;;
190092;31;後詰歩兵Ｄ;ah 13;;
190123;31;後詰歩兵Ｅ;ah 14;;
190154;31;後詰歩兵Ｆ;ah 15;;
190185;31;後詰歩兵Ｇ;ah 16;;
190216;31;戦略地点名１;strategy p 1;;
190247;31;戦略地点名２;strategy p 2;;
190278;31;戦略地点名３;strategy p 3;;
190309;31;戦略地点名４;strategy p 4;;
190340;31;戦略地点名５;strategy p 5;;
190371;31;戦略地点名６;strategy p 6;;
190402;31;戦略地点名７;strategy p 7;;
190433;31;戦略地点名８;strategy p 8;;
190464;31;エルンスト：　　　　　　　　　;Ernst:      ;;
190495;31;ファルケよりアドラーへ、戦闘を;Falke calling Adler,   ;;
190526;31;開始する。目標は各個に選べ！　;Start the attack.   ;;
190557;31;アドラー：　　　　　　　　　　;Adler:      ;;
190588;31;了解！　　　　　　　　　　　　;Acknowledged!    ;;
190619;31;　　　　　　　　　　　　　　　;        ;;
190650;31;テキ弾兵連隊：　　　　　　　　;Grenadier regiment:   ;;
190681;31;北側で敵戦車突破！　　　　　　;Enemy tanks have broken  ;;
190712;31;戦車駆逐大隊は、北側防御へ！　;through on the north side! ;;
190743;31;テキ弾兵連隊：　　　　　　　　;Grenadier regiment:   ;;
190774;31;敵戦車、破壊確認！　　　　　　;Destruction of enemy tanks ;;
190805;31;やった、敵を撃退した！　　　　;confirmed! We did it!  ;;
190836;31;テキ弾兵連隊：　　　　　　　　;Grenadier regiment:   ;;
190867;31;防御戦力消滅！　　　　　　　　;Our defenses have fallen! ;;
190898;31;ヴィテブスクが危険になったぞ　;        ;;
190929;31;固定ＭＳＧ１６　　　　　　　　;Ernst:      ;;
190960;31;固定ＭＳＧ１７　　　　　　　　;Choose your targets   ;;
190991;31;固定ＭＳＧ１８　　　　　　　　;individually!    ;;
191022;31;固定ＭＳＧ１９　　　　　　　　;Grenadier regiment:   ;;
191053;31;固定ＭＳＧ２０　　　　　　　　;Tank destroyer battalion, ;;
191084;31;固定ＭＳＧ２１　　　　　　　　;move to defend the north! ;;
191115;31;固定ＭＳＧ２２　　　　　　　　;Grenadier regiment:   ;;
191146;31;固定ＭＳＧ２３　　　　　　　　;We held off the enemy!  ;;
191177;31;固定ＭＳＧ２４　　　　　　　　;        ;;
191208;31;固定ＭＳＧ２５　　　　　　　　;Grenadier regiment:   ;;
191239;31;固定ＭＳＧ２６　　　　　　　　;Bitebsk is in danger!  ;;
191270;31;固定ＭＳＧ２７　　　　　　　　;        ;;
191301;31;固定ＭＳＧ２８　　　　　　　　;        ;;
191332;31;固定ＭＳＧ２９　　　　　　　　;        ;;
191363;31;固定ＭＳＧ３０　　　　　　　　;        ;;
191394;31;固定ＭＳＧ３１　　　　　　　　;        ;;
191425;31;固定ＭＳＧ３２　　　　　　　　;        ;;
191456;31;固定ＭＳＧ３３　　　　　　　　;        ;;
191487;31;固定ＭＳＧ３４　　　　　　　　;        ;;
191518;31;固定ＭＳＧ３５　　　　　　　　;        ;;
191549;31;固定ＭＳＧ３６　　　　　　　　;        ;;
