Offset;OriginalLength;OriginalString;Translation;Notes;
17072;16;初期戦車Ｃ　　　;syoki 12  ;;
17088;16;初期戦車Ｄ　　　;syoki 13  ;;
17104;16;初期戦車Ｅ　　　;syoki 14  ;;
17120;16;初期戦車Ｆ　　　;syoki 15  ;;
17136;16;初期戦車Ｇ　　　;syoki 16  ;;
17152;16;ノブゴロド１　　;Novgolod 1  ;;
17168;16;後詰戦車２　　　;atodu 2   ;;
17184;16;後詰戦車３　　　;atodu 3   ;;
17200;16;後詰戦車４　　　;atodu 4   ;;
17216;16;後詰戦車５　　　;atodu 5   ;;
17232;16;後詰戦車６　　　;atodu 6   ;;
17248;16;後詰戦車７　　　;atodu 7   ;;
17264;16;後詰戦車Ｄ　　　;atodu 8   ;;
17280;16;ノブゴロド２　　;Novgolod 2  ;;
17296;16;ノブゴロド３　　;Novgolod 3  ;;
17312;16;革命１　　　　　;Star 1   ;;
17328;16;革命２　　　　　;Star 2   ;;
17344;16;革命３　　　　　;Star 3   ;;
17360;16;後詰戦車Ｅ　　　;atodu 14  ;;
17376;16;後詰戦車Ｆ　　　;atodu 15  ;;
17392;16;後詰戦車Ｇ　　　;atodu 16  ;;
17408;16;ファルケ　　　　;Falke   ;;
17424;16;アドラー　　　　;Adler   ;;
17440;16;初期戦車３　　　;syoki 3   ;;
17456;16;初期戦車４　　　;syoki 4   ;;
17472;16;イーダ　　　　　;Ida    ;;
17488;16;マルガレーテ　　;Margaret  ;;
17504;16;エーリカ　　　　;Erika   ;;
17520;16;初期戦車８　　　;syoki 8   ;;
17536;16;初期戦車９　　　;syoki 9   ;;
17552;16;初期戦車Ａ　　　;syoki 10  ;;
17568;16;初期戦車Ｂ　　　;syoki 11  ;;
17584;16;初期戦車Ｃ　　　;syoki 12  ;;
17600;16;初期戦車Ｄ　　　;syoki 13  ;;
17616;16;初期戦車Ｅ　　　;syoki 14  ;;
17632;16;初期戦車Ｆ　　　;syoki 15  ;;
17648;16;初期戦車Ｇ　　　;syoki 16  ;;
17664;16;敵戦車Ａ　　　　;atodu 1   ;;
17680;16;敵戦車Ｂ　　　　;atodu 2   ;;
17696;16;敵戦車Ｃ　　　　;atodu 3   ;;
17712;16;敵戦車Ｄ　　　　;atodu 4   ;;
17728;16;敵戦車Ｅ　　　　;atodu 5   ;;
17744;16;敵戦車Ｆ　　　　;atodu 6   ;;
17760;16;ブッサルド　　　;Buzzard   ;;
17776;16;グリーレ　　　　;Grille   ;;
17792;16;敵戦車Ｇ　　　　;atodu 9   ;;
17808;16;敵戦車Ｈ　　　　;atodu 10  ;;
17824;16;後詰戦車Ｂ　　　;atodu 11  ;;
17840;16;後詰戦車Ｃ　　　;atodu 12  ;;
17856;16;後詰戦車Ｄ　　　;atodu 13  ;;
17872;16;後詰戦車Ｅ　　　;atodu 14  ;;
17888;16;グリーレ２　　　;Grille 2  ;;
17904;16;後詰戦車Ｇ　　　;atodu 16  ;;
17920;16;初期戦車１　　　;syoki 1   ;;
17936;16;初期戦車２　　　;syoki 2   ;;
17952;16;初期戦車３　　　;syoki 3   ;;
17968;16;初期戦車４　　　;syoki 4   ;;
17984;16;初期戦車５　　　;syoki 5   ;;
18000;16;初期戦車６　　　;syoki 6   ;;
18016;16;初期戦車７　　　;syoki 7   ;;
18032;16;初期戦車８　　　;syoki 8   ;;
18048;16;初期戦車９　　　;syoki 9   ;;
18064;16;初期戦車Ａ　　　;syoki 10  ;;
18080;16;初期戦車Ｂ　　　;syoki 11  ;;
18096;16;初期戦車Ｃ　　　;syoki 12  ;;
18112;16;初期戦車Ｄ　　　;syoki 13  ;;
18128;16;初期戦車Ｅ　　　;syoki 14  ;;
18144;16;初期戦車Ｆ　　　;syoki 15  ;;
18160;16;初期戦車Ｇ　　　;syoki 16  ;;
18176;16;後詰戦車１　　　;atodu 1   ;;
18192;16;後詰戦車２　　　;atodu 2   ;;
18208;16;後詰戦車３　　　;atodu 3   ;;
18224;16;後詰戦車４　　　;atodu 4   ;;
18240;16;後詰戦車５　　　;atodu 5   ;;
18256;16;後詰戦車６　　　;atodu 6   ;;
18272;16;後詰戦車７　　　;atodu 7   ;;
18288;16;後詰戦車８　　　;atodu 8   ;;
18304;16;後詰戦車９　　　;atodu 9   ;;
18320;16;後詰戦車Ａ　　　;atodu 10  ;;
18336;16;後詰戦車Ｂ　　　;atodu 11  ;;
18352;16;後詰戦車Ｃ　　　;atodu 12  ;;
18368;16;後詰戦車Ｄ　　　;atodu 13  ;;
18384;16;後詰戦車Ｅ　　　;atodu 14  ;;
18400;16;後詰戦車Ｆ　　　;atodu 15  ;;
18416;16;後詰戦車Ｇ　　　;atodu 16  ;;
18432;16;初期戦車１　　　;;;
18448;16;初期戦車２　　　;;;
18464;16;初期戦車３　　　;;;
18480;16;初期戦車４　　　;;;
18496;16;初期戦車５　　　;;;
18512;16;初期戦車６　　　;;;
18528;16;初期戦車７　　　;;;
18544;16;初期戦車８　　　;;;
18560;16;初期戦車９　　　;;;
18576;16;初期戦車Ａ　　　;;;
18592;16;初期戦車Ｂ　　　;;;
18608;16;初期戦車Ｃ　　　;;;
18624;16;初期戦車Ｄ　　　;;;
18640;16;初期戦車Ｅ　　　;;;
18656;16;初期戦車Ｆ　　　;;;
18672;16;初期戦車Ｇ　　　;;;
18688;16;後詰戦車１　　　;;;
18704;16;後詰戦車２　　　;;;
18720;16;後詰戦車３　　　;;;
18736;16;後詰戦車４　　　;;;
18752;16;後詰戦車５　　　;;;
18768;16;後詰戦車６　　　;;;
18784;16;後詰戦車７　　　;;;
18800;16;後詰戦車８　　　;;;
18816;16;後詰戦車９　　　;;;
18832;16;後詰戦車Ａ　　　;;;
18848;16;後詰戦車Ｂ　　　;;;
18864;16;後詰戦車Ｃ　　　;;;
18880;16;後詰戦車Ｄ　　　;;;
18896;16;後詰戦車Ｅ　　　;;;
18912;16;後詰戦車Ｆ　　　;;;
18928;16;後詰戦車Ｇ　　　;;;
18944;16;初期戦車１　　　;;;
18960;16;初期戦車２　　　;;;
18976;16;初期戦車３　　　;;;
18992;16;初期戦車４　　　;;;
19008;16;初期戦車５　　　;;;
19024;16;初期戦車６　　　;;;
19040;16;初期戦車７　　　;;;
19056;16;初期戦車８　　　;;;
19072;16;初期戦車９　　　;;;
19088;16;初期戦車Ａ　　　;;;
19104;16;初期戦車Ｂ　　　;;;
19120;16;初期戦車Ｃ　　　;;;
19136;16;初期戦車Ｄ　　　;;;
19152;16;初期戦車Ｅ　　　;;;
19168;16;初期戦車Ｆ　　　;;;
19184;16;初期戦車Ｇ　　　;;;
19200;16;後詰戦車１　　　;;;
19216;16;後詰戦車２　　　;;;
19232;16;後詰戦車３　　　;;;
19248;16;後詰戦車４　　　;;;
19264;16;後詰戦車５　　　;;;
19280;16;後詰戦車６　　　;;;
19296;16;後詰戦車７　　　;;;
19312;16;後詰戦車８　　　;;;
19328;16;後詰戦車９　　　;;;
19344;16;後詰戦車Ａ　　　;;;
19360;16;後詰戦車Ｂ　　　;;;
19376;16;後詰戦車Ｃ　　　;;;
19392;16;後詰戦車Ｄ　　　;;;
19408;16;後詰戦車Ｅ　　　;;;
19424;16;後詰戦車Ｆ　　　;;;
19440;16;後詰戦車Ｇ　　　;;;
19456;16;初期戦車１　　　;syoki 1   ;;
19472;16;初期戦車２　　　;syoki 2   ;;
19488;16;初期戦車３　　　;syoki 3   ;;
19504;16;初期戦車４　　　;syoki 4   ;;
19520;16;初期戦車５　　　;syoki 5   ;;
19536;16;初期戦車６　　　;syoki 6   ;;
19552;16;初期戦車７　　　;syoki 7   ;;
19568;16;初期戦車８　　　;syoki 8   ;;
19584;16;初期戦車９　　　;syoki 9   ;;
19600;16;初期戦車Ａ　　　;syoki 10  ;;
19616;16;初期戦車Ｂ　　　;syoki 11  ;;
19632;16;初期戦車Ｃ　　　;syoki 12  ;;
19648;16;初期戦車Ｄ　　　;syoki 13  ;;
19664;16;初期戦車Ｅ　　　;syoki 14  ;;
19680;16;初期戦車Ｆ　　　;syoki 15  ;;
19696;16;初期戦車Ｇ　　　;syoki 16  ;;
19712;16;後詰戦車１　　　;atodu 1   ;;
19728;16;後詰戦車２　　　;atodu 2   ;;
19744;16;後詰戦車３　　　;atodu 3   ;;
19760;16;後詰戦車４　　　;atodu 4   ;;
19776;16;後詰戦車５　　　;atodu 5   ;;
19792;16;後詰戦車６　　　;atodu 6   ;;
19808;16;後詰戦車７　　　;atodu 7   ;;
19824;16;後詰戦車８　　　;atodu 8   ;;
19840;16;後詰戦車９　　　;atodu 9   ;;
19856;16;後詰戦車Ａ　　　;atodu 10  ;;
19872;16;後詰戦車Ｂ　　　;atodu 11  ;;
19888;16;後詰戦車Ｃ　　　;atodu 12  ;;
19904;16;後詰戦車Ｄ　　　;atodu 13  ;;
19920;16;後詰戦車Ｅ　　　;atodu 14  ;;
19936;16;後詰戦車Ｆ　　　;atodu 15  ;;
19952;16;後詰戦車Ｇ　　　;atodu 16  ;;
19968;16;初期戦車１　　　;syoki 1   ;;
19984;16;初期戦車２　　　;syoki 2   ;;
20000;16;初期戦車３　　　;syoki 3   ;;
20016;16;初期戦車４　　　;syoki 4   ;;
20032;16;初期戦車５　　　;syoki 5   ;;
20048;16;初期戦車６　　　;syoki 6   ;;
20064;16;初期戦車７　　　;syoki 7   ;;
20080;16;初期戦車８　　　;syoki 8   ;;
20096;16;初期戦車９　　　;syoki 9   ;;
20112;16;初期戦車Ａ　　　;syoki 10  ;;
20128;16;初期戦車Ｂ　　　;syoki 11  ;;
20144;16;初期戦車Ｃ　　　;syoki 12  ;;
20160;16;初期戦車Ｄ　　　;syoki 13  ;;
20176;16;初期戦車Ｅ　　　;syoki 14  ;;
20192;16;初期戦車Ｆ　　　;syoki 15  ;;
20208;16;初期戦車Ｇ　　　;syoki 16  ;;
20224;16;後詰戦車１　　　;atodu 1   ;;
20240;16;後詰戦車２　　　;atodu 2   ;;
20256;16;後詰戦車３　　　;atodu 3   ;;
20272;16;後詰戦車４　　　;atodu 4   ;;
20288;16;後詰戦車５　　　;atodu 5   ;;
20304;16;後詰戦車６　　　;atodu 6   ;;
20320;16;後詰戦車７　　　;atodu 7   ;;
20336;16;後詰戦車８　　　;atodu 8   ;;
20352;16;後詰戦車９　　　;atodu 9   ;;
20368;16;後詰戦車Ａ　　　;atodu 10  ;;
20384;16;後詰戦車Ｂ　　　;atodu 11  ;;
20400;16;後詰戦車Ｃ　　　;atodu 12  ;;
20416;16;後詰戦車Ｄ　　　;atodu 13  ;;
20432;16;後詰戦車Ｅ　　　;atodu 14  ;;
20448;16;後詰戦車Ｆ　　　;atodu 15  ;;
20464;16;後詰戦車Ｇ　　　;atodu 16  ;;
20480;16;ローテ１　　　　;Tiger 04  ;;
20496;16;ローテ２　　　　;Tiger 12  ;;
20512;16;ローテ３　　　　;Tank 3   ;;
20528;16;ローテ４　　　　;Tank 4   ;;
20544;16;ゲルベ１　　　　;Tank 5   ;;
20560;16;ゲルベ２　　　　;Tank 6   ;;
20576;16;ブラウ１　　　　;Tiger 13  ;;
20592;16;ブラウ２　　　　;Tank 7   ;;
20608;16;９号車　　　　　;Tank 9   ;;
20624;16;１０号車　　　　;Tank 10   ;;
20640;16;初期戦車Ｂ　　　;syoki 11  ;;
20656;16;初期戦車Ｃ　　　;syoki 12  ;;
20672;16;初期戦車Ｄ　　　;syoki 13  ;;
20688;16;初期戦車Ｅ　　　;syoki 14  ;;
20704;16;初期戦車Ｆ　　　;syoki 15  ;;
20720;16;初期戦車Ｇ　　　;syoki 16  ;;
20736;16;敵戦車ＡＡ　　　;atodu 1   ;;
20752;16;敵戦車Ａ　　　　;atodu 2   ;;
20768;16;敵戦車Ｂ　　　　;atodu 3   ;;
20784;16;敵戦車Ｃ　　　　;atodu 4   ;;
20800;16;敵戦車Ｄ　　　　;atodu 5   ;;
20816;16;敵戦車Ｅ　　　　;atodu 6   ;;
20832;16;敵戦車Ｆ　　　　;atodu 7   ;;
20848;16;敵戦車Ｇ　　　　;atodu 8   ;;
20864;16;敵戦車Ｈ　　　　;atodu 9   ;;
20880;16;後詰戦車Ａ　　　;atodu 10  ;;
20896;16;後詰戦車Ｂ　　　;atodu 11  ;;
20912;16;後詰戦車Ｃ　　　;atodu 12  ;;
20928;16;後詰戦車Ｄ　　　;atodu 13  ;;
20944;16;後詰戦車Ｅ　　　;atodu 14  ;;
20960;16;後詰戦車Ｆ　　　;atodu 15  ;;
20976;16;後詰戦車Ｇ　　　;atodu 16  ;;
20992;16;初期戦車１　　　;;;
21008;16;初期戦車２　　　;;;
21024;16;初期戦車３　　　;;;
21040;16;初期戦車４　　　;;;
21056;16;初期戦車５　　　;;;
21072;16;初期戦車６　　　;;;
21088;16;初期戦車７　　　;;;
21104;16;初期戦車８　　　;;;
21120;16;初期戦車９　　　;;;
21136;16;初期戦車Ａ　　　;;;
21152;16;初期戦車Ｂ　　　;;;
21168;16;初期戦車Ｃ　　　;;;
21184;16;初期戦車Ｄ　　　;;;
21200;16;初期戦車Ｅ　　　;;;
21216;16;初期戦車Ｆ　　　;;;
21232;16;初期戦車Ｇ　　　;;;
21248;16;後詰戦車１　　　;;;
21264;16;後詰戦車２　　　;;;
21280;16;後詰戦車３　　　;;;
21296;16;後詰戦車４　　　;;;
21312;16;後詰戦車５　　　;;;
21328;16;後詰戦車６　　　;;;
21344;16;後詰戦車７　　　;;;
21360;16;後詰戦車８　　　;;;
21376;16;後詰戦車９　　　;;;
21392;16;後詰戦車Ａ　　　;;;
21408;16;後詰戦車Ｂ　　　;;;
21424;16;後詰戦車Ｃ　　　;;;
21440;16;後詰戦車Ｄ　　　;;;
21456;16;後詰戦車Ｅ　　　;;;
21472;16;後詰戦車Ｆ　　　;;;
21488;16;後詰戦車Ｇ　　　;;;
21504;16;初期戦車１　　　;;;
21520;16;初期戦車２　　　;;;
21536;16;初期戦車３　　　;;;
21552;16;初期戦車４　　　;;;
21568;16;初期戦車５　　　;;;
21584;16;初期戦車６　　　;;;
21600;16;初期戦車７　　　;;;
21616;16;初期戦車８　　　;;;
21632;16;初期戦車９　　　;;;
21648;16;初期戦車Ａ　　　;;;
21664;16;初期戦車Ｂ　　　;;;
21680;16;初期戦車Ｃ　　　;;;
21696;16;初期戦車Ｄ　　　;;;
21712;16;初期戦車Ｅ　　　;;;
21728;16;初期戦車Ｆ　　　;;;
21744;16;初期戦車Ｇ　　　;;;
21760;16;後詰戦車１　　　;;;
21776;16;後詰戦車２　　　;;;
21792;16;後詰戦車３　　　;;;
21808;16;後詰戦車４　　　;;;
21824;16;後詰戦車５　　　;;;
21840;16;後詰戦車６　　　;;;
21856;16;後詰戦車７　　　;;;
21872;16;後詰戦車８　　　;;;
21888;16;後詰戦車９　　　;;;
21904;16;後詰戦車Ａ　　　;;;
21920;16;後詰戦車Ｂ　　　;;;
21936;16;後詰戦車Ｃ　　　;;;
21952;16;後詰戦車Ｄ　　　;;;
21968;16;後詰戦車Ｅ　　　;;;
21984;16;後詰戦車Ｆ　　　;;;
22000;16;後詰戦車Ｇ　　　;;;
22016;16;初期戦車１　　　;syoki 1   ;;
22032;16;初期戦車２　　　;syoki 2   ;;
22048;16;初期戦車３　　　;syoki 3   ;;
22064;16;初期戦車４　　　;syoki 4   ;;
22080;16;初期戦車５　　　;syoki 5   ;;
22096;16;初期戦車６　　　;syoki 6   ;;
22112;16;初期戦車７　　　;syoki 7   ;;
22128;16;初期戦車８　　　;syoki 8   ;;
22144;16;初期戦車９　　　;syoki 9   ;;
22160;16;初期戦車Ａ　　　;syoki 10  ;;
22176;16;初期戦車Ｂ　　　;syoki 11  ;;
22192;16;初期戦車Ｃ　　　;syoki 12  ;;
22208;16;初期戦車Ｄ　　　;syoki 13  ;;
22224;16;初期戦車Ｅ　　　;syoki 14  ;;
22240;16;初期戦車Ｆ　　　;syoki 15  ;;
22256;16;初期戦車Ｇ　　　;syoki 16  ;;
22272;16;後詰戦車１　　　;atodu 1   ;;
22288;16;後詰戦車２　　　;atodu 2   ;;
22304;16;後詰戦車３　　　;atodu 3   ;;
22320;16;後詰戦車４　　　;atodu 4   ;;
22336;16;後詰戦車５　　　;atodu 5   ;;
22352;16;後詰戦車６　　　;atodu 6   ;;
22368;16;後詰戦車７　　　;atodu 7   ;;
22384;16;後詰戦車８　　　;atodu 8   ;;
22400;16;後詰戦車９　　　;atodu 9   ;;
22416;16;後詰戦車Ａ　　　;atodu 10  ;;
22432;16;後詰戦車Ｂ　　　;atodu 11  ;;
22448;16;後詰戦車Ｃ　　　;atodu 12  ;;
22464;16;後詰戦車Ｄ　　　;atodu 13  ;;
22480;16;後詰戦車Ｅ　　　;atodu 14  ;;
22496;16;後詰戦車Ｆ　　　;atodu 15  ;;
22512;16;後詰戦車Ｇ　　　;atodu 16  ;;
22528;16;だうーん　　　　;syoki 1   ;;
22544;16;初期戦車２　　　;syoki 2   ;;
22560;16;初期戦車３　　　;syoki 3   ;;
22576;16;初期戦車４　　　;syoki 4   ;;
22592;16;初期戦車５　　　;syoki 5   ;;
22608;16;初期戦車６　　　;syoki 6   ;;
22624;16;初期戦車７　　　;syoki 7   ;;
22640;16;初期戦車８　　　;syoki 8   ;;
22656;16;初期戦車９　　　;syoki 9   ;;
22672;16;初期戦車Ａ　　　;syoki 10  ;;
22688;16;初期戦車Ｂ　　　;syoki 11  ;;
22704;16;初期戦車Ｃ　　　;syoki 12  ;;
22720;16;初期戦車Ｄ　　　;syoki 13  ;;
22736;16;初期戦車Ｅ　　　;syoki 14  ;;
22752;16;初期戦車Ｆ　　　;syoki 15  ;;
22768;16;初期戦車Ｇ　　　;syoki 16  ;;
22784;16;後詰戦車１　　　;atodu 1   ;;
22800;16;後詰戦車２　　　;atodu 2   ;;
22816;16;後詰戦車３　　　;atodu 3   ;;
22832;16;後詰戦車４　　　;atodu 4   ;;
22848;16;後詰戦車５　　　;atodu 5   ;;
22864;16;後詰戦車６　　　;atodu 6   ;;
22880;16;後詰戦車７　　　;atodu 7   ;;
22896;16;後詰戦車８　　　;atodu 8   ;;
22912;16;後詰戦車９　　　;atodu 9   ;;
22928;16;後詰戦車Ａ　　　;atodu 10  ;;
22944;16;後詰戦車Ｂ　　　;atodu 11  ;;
22960;16;後詰戦車Ｃ　　　;atodu 12  ;;
22976;16;後詰戦車Ｄ　　　;atodu 13  ;;
22992;16;後詰戦車Ｅ　　　;atodu 14  ;;
23008;16;後詰戦車Ｆ　　　;atodu 15  ;;
23024;16;後詰戦車Ｇ　　　;atodu 16  ;;
23040;16;２４号車　　　　;Tiger 24  ;;
23056;16;２１号車　　　　;Tiger 21  ;;
23072;16;アントン　　　　;Alpha   ;;
23088;16;ベルタ　　　　　;Bravo   ;;
23104;16;ＳＰＷ１　　　　;SPW1   ;;
23120;16;ＳＰＷ２　　　　;SPW2   ;;
23136;16;ＳＰＷ３　　　　;SPW3   ;;
23152;16;初期戦車８　　　;syoki 8   ;;
23168;16;初期戦車９　　　;syoki 9   ;;
23184;16;初期戦車Ａ　　　;syoki 10  ;;
23200;16;初期戦車Ｂ　　　;syoki 11  ;;
23216;16;初期戦車Ｃ　　　;syoki 12  ;;
23232;16;初期戦車Ｄ　　　;syoki 13  ;;
23248;16;初期戦車Ｅ　　　;syoki 14  ;;
23264;16;初期戦車Ｆ　　　;syoki 15  ;;
23280;16;初期戦車Ｇ　　　;syoki 16  ;;
23296;16;ケーザル　　　　;Charlie   ;;
23312;16;敵戦車Ａ　　　　;atodu 2   ;;
23328;16;敵戦車Ｂ　　　　;atodu 3   ;;
23344;16;敵戦車Ｃ　　　　;atodu 4   ;;
23360;16;敵戦車Ｄ　　　　;atodu 5   ;;
23376;16;敵戦車Ｅ　　　　;atodu 6   ;;
23392;16;敵戦車Ｆ　　　　;atodu 7   ;;
23408;16;敵戦車Ｇ　　　　;atodu 8   ;;
23424;16;敵戦車Ｈ　　　　;atodu 9   ;;
23440;16;敵戦車Ｉ　　　　;atodu 10  ;;
23456;16;敵戦車Ｊ　　　　;atodu 11  ;;
23472;16;敵戦車Ｋ　　　　;atodu 12  ;;
23488;16;敵戦車Ｌ　　　　;atodu 13  ;;
23504;16;敵戦車Ｍ　　　　;atodu 14  ;;
23520;16;敵戦車Ｎ　　　　;atodu 15  ;;
23536;16;ドーラ　　　　　;Delta   ;;
23552;16;初期戦車１　　　;;;
23568;16;初期戦車２　　　;;;
23584;16;初期戦車３　　　;;;
23600;16;初期戦車４　　　;;;
23616;16;初期戦車５　　　;;;
23632;16;初期戦車６　　　;;;
23648;16;初期戦車７　　　;;;
23664;16;初期戦車８　　　;;;
23680;16;初期戦車９　　　;;;
23696;16;初期戦車Ａ　　　;;;
23712;16;初期戦車Ｂ　　　;;;
23728;16;初期戦車Ｃ　　　;;;
23744;16;初期戦車Ｄ　　　;;;
23760;16;初期戦車Ｅ　　　;;;
23776;16;初期戦車Ｆ　　　;;;
23792;16;にゃりーん　　　;;;
23808;16;後詰戦車１　　　;;;
23824;16;後詰戦車２　　　;;;
23840;16;後詰戦車３　　　;;;
23856;16;後詰戦車４　　　;;;
23872;16;後詰戦車５　　　;;;
23888;16;後詰戦車６　　　;;;
23904;16;後詰戦車７　　　;;;
23920;16;後詰戦車８　　　;;;
23936;16;後詰戦車９　　　;;;
23952;16;後詰戦車Ａ　　　;;;
23968;16;後詰戦車Ｂ　　　;;;
23984;16;後詰戦車Ｃ　　　;;;
24000;16;後詰戦車Ｄ　　　;;;
24016;16;後詰戦車Ｅ　　　;;;
24032;16;後詰戦車Ｆ　　　;;;
24048;16;後詰戦車Ｇ　　　;;;
24064;16;鎌とハンマー　　;Volga   ;;
24080;16;初期戦車２　　　;syoki 2   ;;
24096;16;初期戦車３　　　;syoki 3   ;;
24112;16;初期戦車４　　　;syoki 4   ;;
24128;16;初期戦車５　　　;syoki 5   ;;
24144;16;初期戦車６　　　;syoki 6   ;;
24160;16;初期戦車７　　　;syoki 7   ;;
24176;16;虎殺し１　　　　;Hawk 1   ;;
24192;16;連邦　　　　　　;Tornado   ;;
24208;16;虎殺し２　　　　;Hawk 2   ;;
24224;16;熟練工１　　　　;Buzzard 1  ;;
24240;16;虎殺し３　　　　;Hawk 3   ;;
24256;16;熟練工２　　　　;Buzzard 2  ;;
24272;16;熟練工３　　　　;Buzzard 3  ;;
24288;16;熟練工４　　　　;Buzzard 4  ;;
24304;16;初期戦車Ｇ　　　;syoki 16  ;;
24320;16;ダメー　　　　　;atodu 1   ;;
24336;16;スクリプキン　　;Skripkin  ;;
24352;16;旗　　　　　　　;Pennant   ;;
24368;16;解放　　　　　　;Star   ;;
24384;16;民衆　　　　　　;Deer   ;;
24400;16;解放　　　　　　;Star   ;;
24416;16;民衆　　　　　　;Deer   ;;
24432;16;虎殺し　　　　　;Hawk   ;;
24448;16;連邦　　　　　　;Tornado   ;;
24464;16;虎殺し　　　　　;Hawk   ;;
24480;16;熟練工　　　　　;Buzzard   ;;
24496;16;虎殺し　　　　　;Hawk   ;;
24512;16;熟練工　　　　　;Buzzard   ;;
24528;16;英雄　　　　　　;Kite   ;;
24544;16;英雄　　　　　　;Kite   ;;
24560;16;ダメー　　　　　;atodu 16  ;;
24576;16;初期戦車１　　　;syoki 1   ;;
24592;16;初期戦車２　　　;syoki 2   ;;
24608;16;初期戦車３　　　;syoki 3   ;;
24624;16;初期戦車４　　　;syoki 4   ;;
24640;16;初期戦車５　　　;syoki 5   ;;
24656;16;初期戦車６　　　;syoki 6   ;;
24672;16;初期戦車７　　　;syoki 7   ;;
24688;16;初期戦車８　　　;syoki 8   ;;
24704;16;初期戦車９　　　;syoki 9   ;;
24720;16;初期戦車Ａ　　　;syoki 10  ;;
24736;16;初期戦車Ｂ　　　;syoki 11  ;;
24752;16;初期戦車Ｃ　　　;syoki 12  ;;
24768;16;初期戦車Ｄ　　　;syoki 13  ;;
24784;16;初期戦車Ｅ　　　;syoki 14  ;;
24800;16;初期戦車Ｆ　　　;syoki 15  ;;
24816;16;初期戦車Ｇ　　　;syoki 16  ;;
24832;16;後詰戦車１　　　;atodu 1   ;;
24848;16;後詰戦車２　　　;atodu 2   ;;
24864;16;後詰戦車３　　　;atodu 3   ;;
24880;16;後詰戦車４　　　;atodu 4   ;;
24896;16;後詰戦車５　　　;atodu 5   ;;
24912;16;後詰戦車６　　　;atodu 6   ;;
24928;16;後詰戦車７　　　;atodu 7   ;;
24944;16;後詰戦車８　　　;atodu 8   ;;
24960;16;後詰戦車９　　　;atodu 9   ;;
24976;16;後詰戦車Ａ　　　;atodu 10  ;;
24992;16;後詰戦車Ｂ　　　;atodu 11  ;;
25008;16;後詰戦車Ｃ　　　;atodu 12  ;;
25024;16;後詰戦車Ｄ　　　;atodu 13  ;;
25040;16;後詰戦車Ｅ　　　;atodu 14  ;;
25056;16;後詰戦車Ｆ　　　;atodu 15  ;;
25072;16;後詰戦車Ｇ　　　;atodu 16  ;;
25088;16;５３６号車　　　;Tank 536  ;;
25104;16;５３５号車　　　;Tank 535  ;;
25120;16;５３７号車　　　;Tank 537  ;;
25136;16;５３８号車　　　;Tank 538  ;;
25152;16;５２３号車　　　;Tank 523  ;;
25168;16;５２４号車　　　;Tank 524  ;;
25184;16;５２５号車　　　;Tank 525  ;;
25200;16;８　　　　　　　;syoki 8   ;;
25216;16;９　　　　　　　;syoki 9   ;;
25232;16;１０　　　　　　;syoki 10  ;;
25248;16;１１　　　　　　;syoki 11  ;;
25264;16;１２　　　　　　;syoki 12  ;;
25280;16;１３　　　　　　;syoki 13  ;;
25296;16;１４　　　　　　;syoki 14  ;;
25312;16;１５　　　　　　;syoki 15  ;;
25328;16;１６　　　　　　;syoki 16  ;;
25344;16;５２７号車　　　;Tank 527  ;;
25360;16;敵戦車Ａ　　　　;atodu 2   ;;
25376;16;敵戦車Ｂ　　　　;atodu 3   ;;
25392;16;敵戦車Ｃ　　　　;atodu 4   ;;
25408;16;敵戦車Ｄ　　　　;atodu 5   ;;
25424;16;５２６号車　　　;Tank 526  ;;
25440;16;７　　　　　　　;atodu 7   ;;
25456;16;８　　　　　　　;atodu 8   ;;
25472;16;９　　　　　　　;atodu 9   ;;
25488;16;１０　　　　　　;atodu 10  ;;
25504;16;１１　　　　　　;atodu 11  ;;
25520;16;１２　　　　　　;atodu 12  ;;
25536;16;１３　　　　　　;atodu 13  ;;
25552;16;１４　　　　　　;atodu 14  ;;
25568;16;１５　　　　　　;atodu 15  ;;
25584;16;１６　　　　　　;atodu 16  ;;
25600;16;００７号車　　　;Tiger 007  ;;
25616;16;２１１号車　　　;Tiger 211  ;;
25632;16;３１３号車　　　;Tiger 313  ;;
25648;16;３１４号車　　　;Tiger 314  ;;
25664;16;００７　　　　　;7;;
25680;16;３１４　　　　　;314;;
25696;16;７　　　　　　　;syoki 7   ;;
25712;16;８　　　　　　　;syoki 8   ;;
25728;16;９　　　　　　　;syoki 9   ;;
25744;16;１０　　　　　　;syoki 10  ;;
25760;16;１１　　　　　　;syoki 11  ;;
25776;16;１２　　　　　　;syoki 12  ;;
25792;16;１３　　　　　　;syoki 13  ;;
25808;16;１４　　　　　　;syoki 14  ;;
25824;16;１５　　　　　　;syoki 15  ;;
25840;16;１６　　　　　　;syoki 16  ;;
25856;16;敵戦車Ａ　　　　;atodu 1   ;;
25872;16;敵戦車Ｂ　　　　;atodu 2   ;;
25888;16;敵戦車Ｃ　　　　;atodu 3   ;;
25904;16;敵戦車Ｄ　　　　;atodu 4   ;;
25920;16;敵戦車Ｅ　　　　;atodu 5   ;;
25936;16;敵戦車Ｆ　　　　;atodu 6   ;;
25952;16;７　　　　　　　;atodu 7   ;;
25968;16;８　　　　　　　;atodu 8   ;;
25984;16;９　　　　　　　;atodu 9   ;;
26000;16;１０　　　　　　;atodu 10  ;;
26016;16;１１　　　　　　;atodu 11  ;;
